-0.44269,2.0495,-0.47129,0.33496,-0.76008,0.8323,-0.62743,1.073,2.9684,0.25711,-0.90034,0.005868,1.9232,1.0908,-1.0138
-1.6238,-2.8143,-0.36348,2.4548,3.1493,0.33655,-2.1713,0.39651,-0.12411,1.0582,1.0449,-0.44389,-0.33661,-1.3132,0.29877
1.4299,0.87077,0.36978,0.56766,0.24255,-0.47872,0.81525,0.12349,0.75635,0.88481,-0.4655,0.20111,0.35869,-0.76591,0.050201
0.96776,-1.0961,-0.4086,-0.16831,-0.54404,1.5452,-1.58,1.5034,-0.40221,-0.1926,1.5765,-0.49365,-0.070983,2.2247,0.40284
-0.8168,0.99116,-0.42907,-2.6975,0.21283,-0.015418,-0.78681,-0.55467,0.80181,-0.10218,0.71956,0.22734,1.1053,0.82831,-1.178
-0.11748,0.2564,-0.68472,1.1302,-0.47502,-0.69508,-0.93002,2.4164,0.68158,-0.86532,-0.82877,-0.44221,0.56007,0.61644,-1.0608
0.68496,-0.0040201,0.25287,0.44365,0.83596,0.036506,0.37894,-0.36435,-0.75211,-0.46219,-1.2334,0.76849,-1.239,1.41,-1.7042
0.018131,0.70978,-1.4635,-1.3258,-0.34763,-0.75777,-1.4015,0.5087,3.6042,0.051337,1.4177,-0.77803,-0.5653,0.69628,-2.3941
0.36922,0.138,2.201,-0.10529,-0.14063,0.043086,0.78805,0.61105,-0.35423,0.25806,0.82291,0.35903,0.41802,0.16382,1.0223
-2.8145,-0.54339,-0.14437,-0.65505,-0.24898,-0.24598,0.76668,0.28162,-1.6185,-3.0496,1.7816,-1.0512,0.67041,-0.81585,0.96901
1.8625,-1.3975,-1.6004,2.2331,2.2478,1.195,-1.9604,-0.010599,-2.0295,2.0432,0.39864,1.6488,0.11985,-1.9548,0.76013
0.65833,-1.2582,-0.33033,-0.78012,2.0063,1.5059,1.9397,-1.2589,-0.70898,-0.08721,-0.63893,-0.25378,-0.8123,1.7298,1.1918
-0.50669,-0.74905,-0.0009989,1.1306,-0.34852,-0.27753,-0.43745,0.22405,-0.72491,0.89732,0.35189,0.33381,1.3658,-1.4628,0.45231
0.87293,-0.24841,-1.3272,1.4734,2.1417,0.53912,0.81101,0.80158,0.057883,0.50358,1.07,-1.4557,1.6748,0.2543,1.2068
-0.50708,0.27425,-1.7175,0.15432,1.3591,0.36388,-1.8148,1.3239,-0.72762,-0.76162,1.0611,0.89711,0.093741,-0.83767,-0.0493
-0.074867,-0.70734,-0.31468,-0.018098,0.43756,-1.0996,1.1131,0.92985,1.0836,-0.068249,0.98246,0.83518,-1.4369,0.84482,-1.9085
-0.66434,-0.77832,-0.87993,1.243,-1.3365,-1.0739,-0.48505,0.23039,-0.61061,1.7032,-0.082392,-0.74752,1.5452,0.15334,0.87638
0.76324,-1.0968,0.52497,-0.7489,-0.33125,-1.325,-1.7399,-0.83101,-1.8908,0.52012,-0.082888,0.42674,-1.7569,-1.1278,-1.4882
-1.5496,-1.6317,0.41332,-1.0202,1.1329,0.29051,0.99677,-2.1516,-2.4675,-1.4146,-0.99323,-2.2011,1.5314,-0.063588,0.59891
0.39388,-1.7131,-0.64071,3.4218,2.7645,-0.90636,1.2773,0.49899,0.90275,0.98019,-0.58471,0.36588,-1.1069,-0.95252,-0.19229
1.3141,1.7586,-0.76851,-0.083638,-1.2471,-0.63222,-0.99217,-0.0054191,-0.77753,-0.45381,-1.119,-0.61999,-0.73706,0.15255,-0.57488
-2.4194,0.85047,-0.043628,1.1683,1.5455,0.87881,-0.53226,-0.86235,1.2609,-1.7997,0.48837,0.07921,0.53244,1.0883,-1.4349
0.54017,1.9643,-0.41517,-0.22235,0.60664,0.4532,-0.90259,-1.5858,1.1909,0.075476,0.98253,-1.1826,2.5312,-0.97771,0.79366
-0.82453,-0.069046,0.94303,-0.52561,0.83874,-0.2531,1.1153,-0.030087,1.1379,0.10635,0.15278,0.054522,0.18358,-0.36438,-1.205
0.9622,-0.84664,-0.06747,0.073708,-0.5866,0.10192,0.70757,-0.7765,2.3292,0.49614,1.044,0.46498,0.41668,-1.2856,-1.1634
